clean_name,name,clalit,maccabi,meuhedet,leumit
אירינה פיינברג,"ד""ר אירינה פיינברג",0,1,0,1
אירינה רייזין,אירינה רייזין,1,0,0,0
איריס אפטוביצר,איריס אפטוביצר,1,1,1,1
איריס יעיש,"ד""ר איריס יעיש",0,0,0,0
איריס כהן,איריס כהן,0,1,0,0
איריס שושני הלביץ,איריס שושני הלביץ,1,0,0,0
אירית גודוביץ,אירית גודוביץ,1,0,0,0
אירית הדר,אירית הדר,0,1,0,0
אירית סער,אירית סער,0,1,1,1
אירית קופרשמיט,"ד""ר אירית קופרשמיט",0,0,0,0
אירית שחם,"ד""ר אירית שחם",0,0,0,0
אירמה ואן דה פיש,אירמה ואן דה פיש,0,0,0,0
אירנה אינרמן,אירנה אינרמן,0,1,0,0
אירנה אלון,"ד""ר אירנה אלון",0,1,0,0
אירנה ביסתריצקי,אירנה ביסתריצקי,1,0,0,0
אירנה ברסלבסקי,אירנה ברסלבסקי,1,0,0,0
אירנה דורפמן,אירנה דורפמן,0,0,0,1
אירנה ז'יבליוק,"ד""ר אירנה ז'יבליוק",0,0,0,0
אירנה זגורודניוק,אירנה זגורודניוק,0,1,1,0
אירנה זליצנוק,אירנה זליצנוק,1,1,0,0
אירנה יורוביצקי,אירנה יורוביצקי,0,0,0,0
אירנה לויט,אירנה לויט,0,1,1,0
אירנה לוין,אירנה לוין,0,1,0,1
אירנה מיכאלוב,אירנה מיכאלוב,1,0,0,0
אירנה נורדקין,אירנה נורדקין,0,1,0,0
אירנה פטרוב,אירנה פטרוב,1,1,1,0
אירנה פלטוק,אירנה פלטוק,1,0,0,0
אירנה פרגר,אירנה פרגר,0,1,0,0
אירנה קלדס,"ד""ר אירנה קלדס",0,0,0,0
אירנה שטיין,"ד""ר אירנה שטיין",0,0,0,0
אירנה שיין,אירנה שיין,0,1,0,0
איתי אופיר,"ד""ר איתי אופיר",0,1,1,1
איתי ביאר,"ד""ר איתי ביאר",0,0,0,0
איתי בן ציון,איתי בן ציון,0,0,0,0
איתי בן-ציון,איתי בן-ציון,0,0,1,0
איתי גל,איתי גל,0,0,0,0
איתי הולצר,"ד""ר איתי הולצר",1,0,1,0
איתי ורדי,"ד""ר איתי ורדי",0,0,0,0
איתי זאבי,"ד""ר איתי זאבי",0,0,0,0
איתי זילברמן,"ד""ר איתי זילברמן",0,0,0,0
איתי יגל,"ד""ר איתי יגל",0,0,0,0
איתי לביא,"ד""ר איתי לביא",1,1,1,1
"איתי סבלר, מנהל יחידה","ד""ר איתי סבלר, מנהל יחידה",0,0,0,0
איתי סקורניק,"ד""ר איתי סקורניק",0,0,0,0
איתי פלג,"ד""ר איתי פלג",0,0,0,0
איתי פניכל,איתי פניכל,0,1,0,1
איתי רון גל,"ד""ר איתי רון גל",0,0,0,0
איתי שגיא,"ד""ר איתי שגיא",1,0,0,0
איתי שוורץ,"ד""ר איתי שוורץ",0,0,0,0
איתי שטרנברג,"ד""ר איתי שטרנברג",1,0,1,0
איתי שיין,איתי שיין,0,0,0,0
איתי שקולניק,"ד""ר איתי שקולניק",0,0,0,0
איתמר בוצר,איתמר בוצר,0,0,1,0
איתמר גנמור,"ד""ר איתמר גנמור",0,0,0,0
איתמר זילברמן רון,"ד""ר איתמר זילברמן רון",0,0,0,0
איתמר פלדמן,"ד""ר איתמר פלדמן",0,0,0,0
איתמר קלמפרר,איתמר קלמפרר,1,1,0,0
איתמר רוזן,"ד""ר איתמר רוזן",0,0,0,0
איתן אברהם ישראל,איתן אברהם ישראל,1,0,0,0
איתן ארנס,איתן ארנס,1,0,0,0
איתן בלומר,"ד""ר איתן בלומר",0,0,0,0
איתן ברגנר,איתן ברגנר,0,1,0,0
איתן ברמן,"ד""ר איתן ברמן",0,0,0,1
איתן הלדנברג,"ד""ר איתן הלדנברג",0,0,0,0
איתן ורקר,איתן ורקר,1,1,1,1
איתן טובי,"ד""ר איתן טובי",0,0,0,0
איתן משולם,איתן משולם,1,0,0,0
איתן סביר,"ד""ר איתן סביר",0,0,0,0
איתן פרידמן,איתן פרידמן,0,1,0,0
איתן שגב,איתן שגב,1,1,1,1
אכרם אסדי,אכרם אסדי,1,0,0,0
אלאונורה ויינר,אלאונורה ויינר,0,1,0,0
אלאייב עמנואל,"ד""ר אלאייב עמנואל",0,0,0,0
אלבינה סמנדרוב,אלבינה סמנדרוב,1,0,0,0
אלבירה נפתלייב,אלבירה נפתלייב,0,1,0,0
אלבירה קליץ,אלבירה קליץ,0,0,0,1
אלבר נוגריאן,אלבר נוגריאן,1,1,0,1
אלברט אסרף,אלברט אסרף,0,0,0,0
אלברט אשרף,אלברט אשרף,0,0,1,1
אלברט גרגיאק,אלברט גרגיאק,0,0,0,1
אלברט גריג`יאק,אלברט גריג`יאק,0,1,0,0
אלברט גריגיאק,אלברט גריגיאק,1,0,0,0
אלברט ויינרובסקי,אלברט ויינרובסקי,1,0,0,0
אלברט טרנופולסקי,אלברט טרנופולסקי,0,1,0,0
אלברט מושייב,אלברט מושייב,0,1,0,0
אלברט קולדנוב,אלברט קולדנוב,1,0,0,0
אלברטו אולצובסקי,אלברטו אולצובסקי,1,0,0,0
אלברטו בר-נוף,אלברטו בר-נוף,1,0,0,0
אלברטו הנדלר,אלברטו הנדלר,0,1,0,0
אלגית ישורון,"ד""ר אלגית ישורון",0,0,0,0
אלדד אדלר,"ד""ר אלדד אדלר",0,0,0,1
אלדד כץ,"ד""ר אלדד כץ",0,0,0,0
אלדד רחביה,אלדד רחביה,1,0,0,1
אלדד שרון,"ד""ר אלדד שרון",0,0,0,0
אלדר אורן,אלדר אורן,0,1,0,0
אלדר ברקוביץ,"ד""ר אלדר ברקוביץ",0,0,0,0
אלדר וולפרט,"ד""ר אלדר וולפרט",0,0,0,0
אלדר כרמל,"ד""ר אלדר כרמל",0,0,0,0
אלדר רוזנפלד,"ד""ר אלדר רוזנפלד",0,1,0,1
אלה אגוזי-המרכז לרפואת עור ואסתטיקה,"ד""ר אלה אגוזי-המרכז לרפואת עור ואסתטיקה",0,0,0,0
אלה אורלי,אלה אורלי,1,0,0,0
אלה ברמן,אלה ברמן,0,1,0,0
אלה גורדון,"ד""ר אלה גורדון",0,0,0,0
אלה ירוסלבסקי,אלה ירוסלבסקי,0,0,0,1
אלה כגן,אלה כגן,1,0,0,0
אלה לוקיץ,"ד""ר אלה לוקיץ",0,0,0,0
אלה לחם-כוגן,אלה לחם-כוגן,1,0,0,0
אלה ממלין,"ד""ר אלה ממלין",0,0,0,0
אלה סטראוס-אורלי,אלה סטראוס-אורלי,0,0,0,1
אלה קוזמינסקי,"ד""ר אלה קוזמינסקי",0,0,0,0
אלה קרמזין,אלה קרמזין,0,0,0,1
אלה רוזנטל,אלה רוזנטל,0,0,0,0
אלה תל,אלה תל,0,1,0,0
אלווירה (אלה) קוברינסקי,אלווירה (אלה) קוברינסקי,0,0,0,0
אלווירה נפתלייב,אלווירה נפתלייב,0,0,0,1
אלוירה גור-לאוטמן,אלוירה גור-לאוטמן,1,1,1,0
אלון בוימן,אלון בוימן,0,0,0,0
אלון בורג,"ד""ר אלון בורג",0,0,0,0
אלון ברקוביץ,"ד""ר אלון ברקוביץ",0,0,0,0
אלון דוידזון,"ד""ר אלון דוידזון",0,0,0,0
אלון הימן,"ד""ר אלון הימן",0,0,0,0
אלון זיידמן,"ד""ר אלון זיידמן",0,0,0,0
אלון טור,"ד""ר אלון טור",0,0,0,0
אלון טל,"ד""ר אלון טל",0,1,1,0
אלון יודלמן,אלון יודלמן,0,0,0,0
אלון לירן,"ד""ר אלון לירן",0,0,0,0
אלון מנשה ראובני,"ד""ר אלון מנשה ראובני",1,0,0,0
אלון מרקוביץ,"ד""ר אלון מרקוביץ",0,0,0,0
אלון סטפנובסקי,"ד""ר אלון סטפנובסקי",0,0,0,0
אלון פרידלנדר,אלון פרידלנדר,0,1,0,0
אלון קובו,"ד""ר אלון קובו",0,0,0,0
אלון רוד,אלון רוד,0,1,0,0
אלון רם,"ד""ר אלון רם",0,0,0,0
אלון שלב pain clinic,"ד""ר אלון שלב Pain Clinic",0,0,0,0
אלון שניידר nordica clinic,"ד""ר אלון שניידר Nordica Clinic",0,0,0,0
אלונה יעקובי,"ד""ר אלונה יעקובי",0,0,0,0
אלונה ראוכר,אלונה ראוכר,0,1,0,0
אלחנדרו וולובלסקי,אלחנדרו וולובלסקי,0,0,0,0
אלחנדרו זובריסקי – פיזיותרפיסט מוסמך | recovery tlv,אלחנדרו זובריסקי – פיזיותרפיסט מוסמך | Recovery TLV,1,0,0,0
אלחנן ברוקהיימר,אלחנן ברוקהיימר,1,1,0,0
אלחנן גרינברג,אלחנן גרינברג,1,0,0,0
אלחנן לוגר,אלחנן לוגר,0,0,0,1
אלטייב אגבאריה,"ד""ר אלטייב אגבאריה",1,0,0,0
אלי דולב,"ד""ר אלי דולב",0,0,0,0
אלי דריזין,"ד""ר אלי דריזין",0,0,1,0
אלי וולדנר,אלי וולדנר,0,0,0,1
אלי ולדנר,אלי ולדנר,0,1,1,0
אלי לוי גולן,אלי לוי גולן,0,0,0,0
אלי סידון,"ד""ר אלי סידון",1,1,0,0
אלי ספיר,"ד""ר אלי ספיר",0,0,1,1
אלי פלג,אלי פלג,0,1,0,0
אלי פלד,אלי פלד,0,1,0,0
אלי פרנצלאו,"ד""ר אלי פרנצלאו",0,0,0,0
אלי קקיאשוילי,"ד""ר אלי קקיאשוילי",1,0,1,0
אלי רוזנפלד,"ד""ר אלי רוזנפלד",0,0,0,0
אלי תבדי,אלי תבדי,0,0,1,1
אליאס אסחאק,אליאס אסחאק,1,0,0,0
אליאס חדאד,"ד""ר אליאס חדאד",1,1,0,0
אליאס חילו,"ד""ר אליאס חילו",1,0,1,1
אליאס מזאוי,"ד""ר אליאס מזאוי",0,1,0,0
אליאס מטאנס,"ד""ר אליאס מטאנס",0,1,1,0
אליאס מנסא,"ד""ר אליאס מנסא",0,1,0,0
אליאס עובייד,אליאס עובייד,0,1,0,0
אליה אטקינד,אליה אטקינד,1,0,0,0
אליהו אליאב,"ד""ר אליהו אליאב",0,0,0,0
אליהו ברוך,אליהו ברוך,0,0,0,1
אליהו גורן,אליהו גורן,0,0,1,1
אליהו לונדון,אליהו לונדון,0,0,0,1
אליהוא הופמן,"ד""ר אליהוא הופמן",0,0,0,0
אליונה פטרוב,אליונה פטרוב,1,0,0,0
אליזבטה מרדכא,אליזבטה מרדכא,0,1,1,0
אליזה טיומני,"ד""ר אליזה טיומני",0,0,0,0
אליזה לונה,אליזה לונה,1,0,0,0
אלימלך דויטש,אלימלך דויטש,1,1,1,1
אלינה הלפרין,אלינה הלפרין,1,0,0,0
אלינה ואטמאכר,"ד""ר אלינה ואטמאכר",0,0,1,0
אלינה לוזינסקי,"ד""ר אלינה לוזינסקי",0,1,0,0
אלינה סגל,"ד""ר אלינה סגל",0,0,0,0
אלינור כהן שרון,אלינור כהן שרון,1,0,0,0
אליסון זרומב,"ד""ר אליסון זרומב",0,0,0,0
אליסיה וזאן,אליסיה וזאן,1,0,0,0
אליעזר אריעם,אליעזר אריעם,0,1,0,1
אליעזר קראוס,אליעזר קראוס,0,1,0,0
אליק אהרוני - מכון מבט אולטרסאונד רפואי,"ד""ר אליק אהרוני - מכון מבט אולטרסאונד רפואי",0,0,0,0
אליק רוזנפלד,"ד""ר אליק רוזנפלד",0,1,1,0
אלירן יעקבי,"ד""ר אלירן יעקבי",0,0,0,0
אלישע אוזן,אלישע אוזן,0,0,1,0
אלישע פרדמן,"ד""ר אלישע פרדמן",0,0,0,0
אלכס אברמסון,"ד""ר אלכס אברמסון",0,0,0,0
אלכס בבין,"ד""ר אלכס בבין",0,0,0,0
אלכס בושוי,"ד""ר אלכס בושוי",0,1,1,0
אלכס ברודסקי,"ד""ר אלכס ברודסקי",0,0,1,0
אלכס ברמנט,"ד""ר אלכס ברמנט",0,1,0,0
אלכס גינזבורג,אלכס גינזבורג,0,1,1,0
אלכס לבנברג,"ד""ר אלכס לבנברג",0,0,0,0
אלכס לוונטל,"ד""ר אלכס לוונטל",1,1,0,0
אלכס סוצקובר,"ד""ר אלכס סוצקובר",0,0,1,1
אלכס פרוצנקו m.sc.pt - פיזיותרפיה ושיקום ביתי ממוקד תוצאות,אלכס פרוצנקו M.Sc.PT - פיזיותרפיה ושיקום ביתי ממוקד תוצאות,1,0,0,1
אלכס קונסטנטינובסקי,אלכס קונסטנטינובסקי,1,0,0,0
אלכס קפלן,"ד""ר אלכס קפלן",0,0,0,0
אלכס קראוטהמר,"ד""ר אלכס קראוטהמר",0,0,0,0
אלכס רבינוביץ,"ד""ר אלכס רבינוביץ",1,1,0,0
אלכס רובינשטיין,אלכס רובינשטיין,1,0,0,0
אלכס שמיץ,אלכס שמיץ,1,0,0,0
אלכסי פופוב,אלכסי פופוב,1,0,0,0
אלכסיי חייטון,"ד""ר אלכסיי חייטון",0,0,0,0
אלכסיי יוחננוב,אלכסיי יוחננוב,0,0,0,0
אלכסיי ניימושין,אלכסיי ניימושין,0,1,0,0
אלכסיי קלגנוב,אלכסיי קלגנוב,0,1,1,0
אלכסיי רוביצקי,"ד""ר אלכסיי רוביצקי",0,1,1,0
אלכסנדר אדלמן,אלכסנדר אדלמן,0,1,1,0
אלכסנדר אלטס,אלכסנדר אלטס,0,1,0,0
אלכסנדר אסתרלית,אלכסנדר אסתרלית,0,0,0,0
אלכסנדר בוקי,אלכסנדר בוקי,1,0,0,0
אלכסנדר בינקין,אלכסנדר בינקין,0,1,0,0
אלכסנדר בלומברג,אלכסנדר בלומברג,1,0,0,0
אלכסנדר בלינקי,"ד""ר אלכסנדר בלינקי",0,0,0,0
אלכסנדר ברגמן,אלכסנדר ברגמן,0,1,0,0
אלכסנדר גאנדין,אלכסנדר גאנדין,1,0,0,0
אלכסנדר גולדברג,אלכסנדר גולדברג,0,1,0,0
אלכסנדר גופמן,אלכסנדר גופמן,0,1,0,0
אלכסנדר גרינשטיין,אלכסנדר גרינשטיין,0,1,0,0
אלכסנדר גרניאק,"ד""ר אלכסנדר גרניאק",0,0,0,0
אלכסנדר גרשביץ',אלכסנדר גרשביץ',1,1,1,1
אלכסנדר זדורוביאק,אלכסנדר זדורוביאק,0,1,0,0
אלכסנדר זיסלסון,אלכסנדר זיסלסון,0,1,0,0
אלכסנדר חייפץ,"ד""ר אלכסנדר חייפץ",1,1,0,1
אלכסנדר חייקין,"ד""ר אלכסנדר חייקין",0,0,0,0
אלכסנדר טננבאום,אלכסנדר טננבאום,1,0,0,0
אלכסנדר יצחקי,אלכסנדר יצחקי,0,1,0,0
אלכסנדר כצמן,אלכסנדר כצמן,0,0,0,0
אלכסנדר לוונטל,אלכסנדר לוונטל,0,1,0,0
אלכסנדר לוין,אלכסנדר לוין,1,0,0,0
אלכסנדר ליפקין,אלכסנדר ליפקין,0,1,1,0
אלכסנדר למברג,"ד""ר אלכסנדר למברג",0,0,0,0
אלכסנדר מאליי,"ד""ר אלכסנדר מאליי",0,0,0,0
אלכסנדר מגזניק,"ד""ר אלכסנדר מגזניק",0,0,0,0
אלכסנדר מינץ,אלכסנדר מינץ,1,0,1,0
אלכסנדר מלניק,אלכסנדר מלניק,0,1,0,0
אלכסנדר ניב,אלכסנדר ניב,0,1,0,0
אלכסנדר ספיבק,"ד""ר אלכסנדר ספיבק",0,0,0,0
אלכסנדר קובל,"ד""ר אלכסנדר קובל",0,1,0,0
אלכסנדר קוריטני,"ד""ר אלכסנדר קוריטני",0,0,0,0
אלכסנדר קסטין,אלכסנדר קסטין,1,1,0,1
אלכסנדר קפלון,אלכסנדר קפלון,1,0,0,0
אלכסנדר רוזוב,אלכסנדר רוזוב,0,1,0,1
אלכסנדר רוטנמר,אלכסנדר רוטנמר,1,0,1,0
אלכסנדר שפירא,אלכסנדר שפירא,0,0,0,0
אלכסנדרה ביתן,"ד""ר אלכסנדרה ביתן",0,0,0,0
אלכסנדרה בראון,"ד""ר אלכסנדרה בראון",0,0,0,0
אלכסנדרה גרינברג,"ד""ר אלכסנדרה גרינברג",0,0,0,0
אלכסנדרה לבדב,אלכסנדרה לבדב,0,0,0,1
אלמוג אביטל,אלמוג אביטל,0,1,0,0
אלמוג בן יעקב,"ד""ר אלמוג בן יעקב",0,0,0,0
אלמוג לוי,"ד""ר אלמוג לוי",0,0,0,0
אלמוג סלוקי,"ד""ר אלמוג סלוקי",0,0,0,0
אלן ביליג,"ד""ר אלן ביליג",0,0,0,0
אלן מרזל,אלן מרזל,0,1,1,1
אלן ענר,"ד""ר אלן ענר",1,1,0,0
אלן צ'רניה,אלן צ'רניה,1,0,0,0
אלנה דיקופולצב,"ד""ר אלנה דיקופולצב",0,0,0,0
אלנה ליבוביץ,אלנה ליבוביץ,0,0,0,0
אלנה שוייכט,אלנה שוייכט,0,1,1,0
אלעד ויסמן,אלעד ויסמן,0,1,0,0
אלעד מרום,"ד""ר אלעד מרום",0,0,0,0
אלעד שפיצר,אלעד שפיצר,0,0,0,0
אלפרד פופלינגר,אלפרד פופלינגר,0,1,0,0
אלק איצקזון,"ד""ר אלק איצקזון",0,0,0,0
אלקסיה בוקריס טולדנו,"ד""ר אלקסיה בוקריס טולדנו",0,0,0,0
אלקסיי וייס,אלקסיי וייס,1,0,0,0
אלקסיס קרלין,"ד""ר אלקסיס קרלין",0,0,0,0
אלרחים חאסקיה עבד,אלרחים חאסקיה עבד,1,0,0,0
אמאנדא ספורי,"ד""ר אמאנדא ספורי",0,0,0,0
אמג'ד ביידוסי,אמג'ד ביידוסי,1,0,0,0
אמג'ד ח'ורי,"ד""ר אמג'ד ח'ורי",0,0,0,0
אמג'ד חמד,"ד""ר אמג'ד חמד",0,0,0,0
אמג׳ד ביידוסי,"ד""ר אמג׳ד ביידוסי",1,1,1,1
אמה ספורני,אמה ספורני,1,0,0,0
אמה קלנטרוב,אמה קלנטרוב,0,1,1,0
אמיל גלעד,אמיל גלעד,1,1,0,0
אמיל דאמוני,"ד""ר אמיל דאמוני",0,0,0,0
אמין בוחארי,"ד""ר אמין בוחארי",0,0,0,0
אמין ביאדסה,"ד""ר אמין ביאדסה",0,1,0,0
אמין חסן,אמין חסן,1,0,0,0
אמין מטאנס,"ד""ר אמין מטאנס",0,0,0,0
אמין פאר,אמין פאר,1,0,0,0
אמין שעלאן,"ד""ר אמין שעלאן",0,0,0,0
אמיר אורון,"ד""ר אמיר אורון",1,0,0,1
אמיר אלחלל,אמיר אלחלל,0,0,0,0
אמיר אמיתי,"ד""ר אמיר אמיתי",1,0,1,1
אמיר אקדם,"ד""ר אמיר אקדם",0,0,0,0
אמיר אשדות,"ד""ר אמיר אשדות",0,0,0,0
אמיר אשקר,"ד""ר אמיר אשקר",0,0,0,0
אמיר אשר קופרמן,אמיר אשר קופרמן,0,0,0,1
אמיר בוקלמן,אמיר בוקלמן,1,0,1,0
אמיר ביאדסה,"ד""ר אמיר ביאדסה",0,0,0,0
אמיר בירגר,אמיר בירגר,0,1,1,1
אמיר בן טוב,"ד""ר אמיר בן טוב",0,1,1,1
אמיר גרה,"ד""ר אמיר גרה",0,0,0,0
אמיר דגן,"ד""ר אמיר דגן",0,0,0,0
אמיר השרוני,"ד""ר אמיר השרוני",1,1,1,0
אמיר וינטראוב,"ד""ר אמיר וינטראוב",1,1,1,1
אמיר ויס,"ד""ר אמיר ויס",1,0,0,0
אמיר חדייר,"ד""ר אמיר חדייר",0,1,1,1
אמיר חיים אליהו,"ד""ר אמיר חיים אליהו",0,0,0,0
אמיר חמד,"ד""ר אמיר חמד",0,0,0,0
אמיר טנאי,"ד""ר אמיר טנאי",1,0,0,0
אמיר לביא,"ד""ר אמיר לביא",0,0,0,0
אמיר מנאע,"ד""ר אמיר מנאע",0,0,0,0
